player_name,club_name,position_name,role,cluster,market_value,market_value_numeric,goals_per_90,expected_goals_per_90,threat,assists_per_90,expected_assists_per_90,creativity,expected_goal_involvements_per_90,influence,tackles_per_90,recoveries_per_90,clearances_blocks_interceptions_per_90,defensive_contribution_per_90
Adam Armstrong,Wolverhampton Wanderers,FWD,Attacking Creators & Finishers,0,,,0.1577563540753725,0.22,191.0,0.1577563540753725,0.07,85.0,0.29,145.0,0.63102541630149,1.1831726555652937,1.1042944785276074,2.92
Freddie Potts,West Ham United,MID,Defensive Core Players,1,,,0.0,0.02,37.0,0.0774526678141136,0.08,141.3,0.1,191.2,2.2461273666092945,3.0206540447504304,3.950086058519793,9.22
Maximilian Kilman,West Ham United,DEF,Defensive Core Players,1,,,0.0,0.03,60.0,0.0,0.01,55.8,0.04,392.4,0.9236690186016677,2.482360487491982,8.313021167415009,9.24
Merlin Röhl,Everton,MID,Defensive Core Players,1,,,0.13333333333333333,0.09,62.0,0.13333333333333333,0.05,87.4,0.14,113.0,3.3333333333333335,3.7333333333333334,2.0,9.07
Douglas Luiz Douglas Luiz,Aston Villa,MID,Defensive Core Players,1,,,0.09857612267250822,0.05,94.0,0.09857612267250822,0.14,294.3,0.19,201.6,2.168674698795181,5.125958378970427,3.055859802847755,10.35
David Møller Wolfe,Wolverhampton Wanderers,DEF,Defensive Core Players,1,,,0.0,0.01,46.0,0.1727447216890595,0.09,126.5,0.1,159.8,0.8637236084452975,2.2456813819577737,3.45489443378119,4.32
James Milner,Brighton & Hove Albion,MID,Defensive Core Players,1,,,0.11658031088082901,0.12,59.0,0.11658031088082901,0.08,151.4,0.2,139.0,1.7487046632124352,4.663212435233161,2.9145077720207255,9.33
Tosin Tosin,Chelsea FC,DEF,Defensive Core Players,1,,,0.0,0.01,19.0,0.0,0.05,33.3,0.06,240.4,1.9416243654822334,2.512690355329949,9.137055837563452,11.08
Ryan Yates,Nottingham Forest,MID,Defensive Core Players,1,,,0.0,0.07,55.0,0.29900332225913623,0.06,79.7,0.13,139.0,2.39202657807309,2.691029900332226,5.232558139534883,10.32
Bertrand Traoré,Sunderland,MID,Defensive Core Players,1,,,0.14195583596214512,0.07,135.0,0.14195583596214512,0.04,108.4,0.11,115.6,1.5615141955835963,2.555205047318612,1.5615141955835963,5.68
Victor Lindelöf,Aston Villa,DEF,Defensive Core Players,1,,,0.0,0.03,22.0,0.09554140127388534,0.01,36.6,0.04,167.8,0.6687898089171974,1.8152866242038217,4.490445859872612,5.16
Luke O'Nien,Sunderland,DEF,Defensive Core Players,1,,,0.0,0.02,40.0,0.1592920353982301,0.02,27.6,0.04,103.0,0.9557522123893806,1.592920353982301,5.893805309734513,6.85
Dilane Bakwa,Nottingham Forest,MID,Defensive Core Players,1,,,0.0,0.09,95.0,0.3278688524590164,0.17,178.8,0.26,86.4,0.6557377049180328,4.59016393442623,0.49180327868852464,5.74
Pablo Felipe Pablo,West Ham United,FWD,Defensive Core Players,1,,,0.0,0.12,108.0,0.10989010989010989,0.12,191.5,0.24,111.8,2.857142857142857,3.076923076923077,1.978021978021978,7.91
Lucas Lucas Pires,Burnley,DEF,Defensive Core Players,1,,,0.0,0.04,117.0,0.0,0.09,294.6,0.13,247.0,1.8576512455516014,5.508896797153025,4.099644128113879,5.96
Aaron Ramsdale,Newcastle United,GKP,Goalkeepers,2,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,212.8,0.0,7.98604187437687,0.897308075772682,0.0
Harrison Armstrong,Everton,MID,Defensive Core Players,1,,,0.0,0.14,78.0,0.0,0.04,69.7,0.18,60.0,2.232824427480916,4.122137404580153,2.232824427480916,8.59
Ollie Scarles,West Ham United,DEF,Defensive Core Players,1,,,0.0,0.02,22.0,0.13719512195121952,0.04,82.1,0.06,142.2,4.115853658536586,4.801829268292683,6.036585365853659,10.15
Chadi Chadi Riad,Crystal Palace,DEF,Defensive Core Players,1,,,0.0,0.05,41.0,0.16363636363636364,0.02,23.9,0.07,117.8,1.309090909090909,5.236363636363636,6.054545454545455,7.36
Antonín Kinsky,Tottenham Hotspur,GKP,Goalkeepers,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.6,0.0,4.714285714285714,1.4285714285714286,0.0
Jorrel Hato,Chelsea FC,DEF,Defensive Core Players,1,,,0.0,0.02,36.0,0.0,0.05,114.9,0.07,233.2,2.8446005267778753,3.9508340649692713,4.978050921861282,7.82
Radu Dragusin,Tottenham Hotspur,DEF,Defensive Core Players,1,,,0.0,0.05,27.0,0.0,0.0,3.2,0.05,130.6,0.8737864077669902,2.4466019417475726,12.233009708737864,13.11
Nathaniel Clyne,Crystal Palace,DEF,Defensive Core Players,1,,,0.0,0.07,33.0,0.15202702702702703,0.09,55.0,0.16,105.2,2.4324324324324325,2.5844594594594597,5.168918918918919,7.6
Marco M.Bizot,Aston Villa,GKP,Goalkeepers,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.2,0.0,8.153846153846153,1.5384615384615385,0.0
Angel Angel,Wolverhampton Wanderers,MID,Defensive Core Players,1,,,0.0,0.05,28.0,0.0,0.06,91.5,0.11,52.8,1.9693654266958425,3.3479212253829322,1.1816192560175056,6.5
Matt Doherty,Wolverhampton Wanderers,DEF,Defensive Core Players,1,,,0.0,0.01,20.0,0.0,0.02,51.1,0.03,132.4,1.8320610687022902,3.206106870229008,5.725190839694657,7.56
Jair Jair Cunha,Nottingham Forest,DEF,Defensive Core Players,1,,,0.0,0.05,29.0,0.0,0.01,15.2,0.06,98.0,1.575875486381323,2.2762645914396886,6.653696498054474,8.23
Altay Bayindir,Manchester United,GKP,Goalkeepers,2,,,0.0,0.0,0.0,0.0,0.01,10.0,0.01,118.4,0.0,6.5,1.1666666666666667,0.0
Benoît B.Badiashile,Chelsea FC,DEF,Defensive Core Players,1,,,0.0,0.0,2.0,0.0,0.01,7.9,0.01,102.8,1.3404255319148937,3.0638297872340425,7.8510638297872335,9.19
